SCOPUS_ID,eid,Author,title of paper,cit_count,uni_name,city,country,type
85035347799,2-s2.0-85035347799,Karim A.,"Big data management in participatory sensing: Issues, trends and future directions",4,Bahauddin Zakariya University,Multan,Pakistan,Article
85082792091,2-s2.0-85082792091,Motie I.,Needling Policy Makers and Sharpening the Debate: Do Syringe Exchange Programs Improve Health at the Population Level?,0,Florida State University College of Medicine,Tallahassee,United States,Article
85085553886,2-s2.0-85085553886,Forootan E.,An iterative ICA-based reconstruction method to produce consistent time-variable total water storage fields using GRACE and Swarm satellite data,0,Cardiff University,Cardiff,United Kingdom,Article
85083027128,2-s2.0-85083027128,Cardoso C.,Islands as eddy transformation and generation hotspots: Cabo Verde case study,0,Oceanic Observatory of Madeira,Funchal,Portugal,Article
85083528931,2-s2.0-85083528931,Veettil A.V.,Water Security Assessment for the Contiguous United States Using Water Footprint Concepts,0,Clemson University,Clemson,United States,Article
85083528627,2-s2.0-85083528627,Bonin J.A.,"Evaluation of sub-monthly oceanographic signal in GRACE ""daily"" swath series using altimetry",0,University of South Florida St. Petersburg,St Petersburg,United States,Article
85084264889,2-s2.0-85084264889,Xu X.,On-board wind scatterometry,0,Chinese Academy of Sciences,Beijing,China,Article
85082607757,2-s2.0-85082607757,Possner A.,Deconvolution of boundary layer depth and aerosol constraints on cloud water path in subtropical stratocumulus decks,0,Goethe-Universität Frankfurt am Main,Frankfurt am Main,Germany,Article
85082296655,2-s2.0-85082296655,Tang L.,Seismic impact of large earthquakes on estimating global mean ocean mass change from GRACE,0,Shanghai Astronomical Observatory Chinese Academy of Sciences,Shanghai,China,Letter
85079220190,2-s2.0-85079220190,Gokmen G.,The imperial roots of global trade,0,Lunds Universitet,Lund,Sweden,Article
85080889844,2-s2.0-85080889844,Duncan B.N.,Space-Based Observations for Understanding Changes in the Arctic-Boreal Zone,3,NASA Goddard Space Flight Center,Greenbelt,United States,Review
85081070418,2-s2.0-85081070418,Zhang A.,Modeling the global radiative effect of brown carbon: A potentially larger heating source in the tropical free troposphere than black carbon,0,Georgia Institute of Technology,Atlanta,United States,Article
85045028442,2-s2.0-85045028442,Azadian F.,Assessing the effect of urban socioeconomic factors and the financial crisis of 2008 on domestic air cargo traffic in Florida,0,Embry-Riddle Aeronautical University,Daytona Beach,United States,Article
85078781163,2-s2.0-85078781163,Fan S.,Estimation of Wind Direction in Tropical Cyclones Using C-Band Dual-Polarization Synthetic Aperture Radar,1,Nanjing University of Information Science and Technology,Nanjing,China,Article
85083306388,2-s2.0-85083306388,Bandeli K.K.,A framework towards computational narrative analysis on blogs,0,University of Arkansas at Little Rock,Little Rock,United States,Conference Paper
85081078234,2-s2.0-85081078234,Ferrándiz J.M.,Drift of the Earth's principal axes of inertia from GRACE and satellite laser ranging data,0,Universitat d'Alacant,Alicante,Spain,Article
85076846637,2-s2.0-85076846637,Saini G.,Classification of plants using convolutional neural network,0,Lovely Professional University,Phagwara,India,Conference Paper
85035347799,2-s2.0-85035347799,Karim A.,"Big data management in participatory sensing: Issues, trends and future directions",4,Bahauddin Zakariya University,Multan,Pakistan,Article
85082792091,2-s2.0-85082792091,Motie I.,Needling Policy Makers and Sharpening the Debate: Do Syringe Exchange Programs Improve Health at the Population Level?,0,Florida State University College of Medicine,Tallahassee,United States,Article
85085553886,2-s2.0-85085553886,Forootan E.,An iterative ICA-based reconstruction method to produce consistent time-variable total water storage fields using GRACE and Swarm satellite data,0,Cardiff University,Cardiff,United Kingdom,Article
85083027128,2-s2.0-85083027128,Cardoso C.,Islands as eddy transformation and generation hotspots: Cabo Verde case study,0,Oceanic Observatory of Madeira,Funchal,Portugal,Article
85083528931,2-s2.0-85083528931,Veettil A.V.,Water Security Assessment for the Contiguous United States Using Water Footprint Concepts,0,Clemson University,Clemson,United States,Article
85083528627,2-s2.0-85083528627,Bonin J.A.,"Evaluation of sub-monthly oceanographic signal in GRACE ""daily"" swath series using altimetry",0,University of South Florida St. Petersburg,St Petersburg,United States,Article
85084264889,2-s2.0-85084264889,Xu X.,On-board wind scatterometry,0,Chinese Academy of Sciences,Beijing,China,Article
85082607757,2-s2.0-85082607757,Possner A.,Deconvolution of boundary layer depth and aerosol constraints on cloud water path in subtropical stratocumulus decks,0,Goethe-Universität Frankfurt am Main,Frankfurt am Main,Germany,Article
85082296655,2-s2.0-85082296655,Tang L.,Seismic impact of large earthquakes on estimating global mean ocean mass change from GRACE,0,Shanghai Astronomical Observatory Chinese Academy of Sciences,Shanghai,China,Letter
85079220190,2-s2.0-85079220190,Gokmen G.,The imperial roots of global trade,0,Lunds Universitet,Lund,Sweden,Article
85080889844,2-s2.0-85080889844,Duncan B.N.,Space-Based Observations for Understanding Changes in the Arctic-Boreal Zone,3,NASA Goddard Space Flight Center,Greenbelt,United States,Review
85081070418,2-s2.0-85081070418,Zhang A.,Modeling the global radiative effect of brown carbon: A potentially larger heating source in the tropical free troposphere than black carbon,0,Georgia Institute of Technology,Atlanta,United States,Article
85045028442,2-s2.0-85045028442,Azadian F.,Assessing the effect of urban socioeconomic factors and the financial crisis of 2008 on domestic air cargo traffic in Florida,0,Embry-Riddle Aeronautical University,Daytona Beach,United States,Article
85078781163,2-s2.0-85078781163,Fan S.,Estimation of Wind Direction in Tropical Cyclones Using C-Band Dual-Polarization Synthetic Aperture Radar,1,Nanjing University of Information Science and Technology,Nanjing,China,Article
85083306388,2-s2.0-85083306388,Bandeli K.K.,A framework towards computational narrative analysis on blogs,0,University of Arkansas at Little Rock,Little Rock,United States,Conference Paper
85081078234,2-s2.0-85081078234,Ferrándiz J.M.,Drift of the Earth's principal axes of inertia from GRACE and satellite laser ranging data,0,Universitat d'Alacant,Alicante,Spain,Article
85076846637,2-s2.0-85076846637,Saini G.,Classification of plants using convolutional neural network,0,Lovely Professional University,Phagwara,India,Conference Paper
85066798125,2-s2.0-85066798125,Hartman A.E.,Earning while giving: Rhetorical strategies for navigating multiple institutional logics in reproductive commodification,2,University of Melbourne,Parkville,Australia,Article
85077868432,2-s2.0-85077868432,Sliwinska J.,"Analysis of groundwater and total water storage changes in poland using GRACE observations, in-situ data, and various assimilation and climate models",1,Space Research Center of the Polish Academy of Sciences,Warsaw,Poland,Article
85065766602,2-s2.0-85065766602,Lin X.,Assessment of Aquarius sea surface salinity with Argo in the Bay of Bengal,1,Pilot National Laboratory for Marine Science and Technology,Qingdao,China,Article
85075346224,2-s2.0-85075346224,Bingham F.,Subfootprint variability of sea surface salinity observed during the SPURS-1 and SPURS-2 field campaigns,1,The University of North Carolina Wilmington,Wilmington,United States,Article
85045659444,2-s2.0-85045659444,Arnold D.,Satellite laser ranging to low Earth orbiters: orbit and network validation,19,University of Bern,Bern,Switzerland,Article
85073030527,2-s2.0-85073030527,Pardal P.,An investigation on cubature Kalman filter performance for orbit determination application,0,Universidade de Sao Paulo - USP,Sao Paulo,Brazil,Article
85074519138,2-s2.0-85074519138,Kang Z.,Geocenter motion time series derived from GRACE GPS and LAGEOS observations,1,The University of Texas at Austin,Austin,United States,Article
85073740650,2-s2.0-85073740650,Liu Z.,Monitoring groundwater change in california’s central valley using sentinel-1 and grace observations,3,Jet Propulsion Laboratory,Pasadena,United States,Article
85077093978,2-s2.0-85077093978,Pacifico L.D.S.,Automatic classification of medicinal plant species based on color and texture features,0,Universidade Federal Rural de Pernambuco,Recife,Brazil,Conference Paper
85072219882,2-s2.0-85072219882,Nelson A.,Toward Realistic Nonstationarity of Semidiurnal Baroclinic Tides in a Hydrodynamic Model,0,"University of Michigan, Ann Arbor",Ann Arbor,United States,Article
85070453636,2-s2.0-85070453636,Śliwińska J.,Determining and evaluating the hydrological signal in polar motion excitation from gravity field models obtained from kinematic orbits of LEO satellites,1,Space Research Center of the Polish Academy of Sciences,Warsaw,Poland,Article
85070973135,2-s2.0-85070973135,Villa-Arrieta M.,Contribution of smart cities to the energy sustainability of the binomial between city and country,0,Universitat Politècnica de Catalunya,Barcelona,Spain,Review
85068261017,2-s2.0-85068261017,Liu J.,Top Cloud Motion Field of Typhoon Megi-2016 Revealed by GF-4 Images,2,Ministry of Land and Resources P.R.C.,Beijing,China,Article
85067499321,2-s2.0-85067499321,Li J.,Beach pollution effects on health and productivity in California,1,"California State University, Los Angeles",Los Angeles,United States,Article
85067194948,2-s2.0-85067194948,Short E.,Diurnal cycle of surface winds in the maritime continent observed through satellite scatterometry,2,University of Melbourne,Parkville,Australia,Article
85065601575,2-s2.0-85065601575,Adhikari S.,Sea-level fingerprints emergent from GRACE mission data,3,Jet Propulsion Laboratory,Pasadena,United States,Review
85065703663,2-s2.0-85065703663,Li Y.,Aquarius sea surface salinity gridding method based on dual quality-distance weighting,0,University of Chinese Academy of Sciences,Beijing,China,Article
85053608300,2-s2.0-85053608300,Reisenbichler M.,Topic modeling in marketing: recent advances and research opportunities,6,Wirtschaftsuniversität Wien,Vienna,Austria,Article
85065030577,2-s2.0-85065030577,Richter A.,The rapid and steady mass loss of the Patagonian Icefields throughout the GRACE era: 2002-2017,0,Universidad Nacional de La Plata,La Plata,Argentina,Article
85065017301,2-s2.0-85065017301,Meyer U.,"SLR, GRACE and swarm gravity field determination and combination",1,University of Bern,Bern,Switzerland,Article
85063013458,2-s2.0-85063013458,Neufeld H.,Spatial and temporal patterns of ozone at Great Smoky Mountains National Park and implications for plant responses,0,Appalachian State University,Boone,United States,Article
85063617747,2-s2.0-85063617747,Min K.,"Analysis of environmental issues with an application of civil complaints: The case of Shiheung city, Republic of Korea",3,Chiba University,Chiba,Japan,Article
85063270677,2-s2.0-85063270677,Bao S.,"Comparison of Satellite-Derived Sea Surface Salinity Products from SMOS, Aquarius, and SMAP",4,National University of Defense Technology,Changsha,China,Article
85063111698,2-s2.0-85063111698,Chiodi A.M.,Estimating Air-Sea Carbon Flux Uncertainty Over the Tropical Pacific: Importance of Winds and Wind Analysis Uncertainty,2,National Oceanic and Atmospheric Administration,"Washington, D.C.",United States,Article
85055573610,2-s2.0-85055573610,Li Z.,A shadow function model based on perspective projection and atmospheric effect for satellites in eclipse,1,UCL,London,United Kingdom,Article
85054845200,2-s2.0-85054845200,Bentamy A.,Using sentinel-1A SAR wind retrievals for enhancing scatterometer and radiometer regional wind analyses,1,Laboratoire d'Océanographie Physique et Spatiale (LOPS),Plouzane,France,Article
85069040824,2-s2.0-85069040824,Berezovskyi A.,Linked data architecture for plan execution in distributed CPS,0,The Royal Institute of Technology (KTH),Stockholm,Sweden,Conference Paper
85062607600,2-s2.0-85062607600,Dong S.,A Hybrid Approach to Identifying Key Factors in Environmental Health Studies,0,Northeastern University,Boston,United States,Conference Paper
85062643395,2-s2.0-85062643395,Udagawa Y.,Predicting Stock Price Trend Using Candlestick Chart Blending Technique,1,Tokyo Polytechnic University,Atsugi,Japan,Conference Paper
85062590611,2-s2.0-85062590611,Udagawa Y.,Predicting Stock Price Trend Using Candlestick Chart Blending Technique,1,Tokyo Polytechnic University,Atsugi,Japan,Conference Paper
85062219354,2-s2.0-85062219354,Yamada T.,Interactive System Using LDA for Exploratory Visualization to Extract Data Association in a Data Lake,0,"Hitachi, Ltd.",Tokyo,Japan,Conference Paper
85063033798,2-s2.0-85063033798,Simonov K.,Analysis of GRACE satellite measurements over seismically active areas of the strongest earthquakes,0,Institute of Computational Modeling of Siberian Branch of the Russian Academy of Sciences,Krasnoyarsk,Russian Federation,Conference Paper
85054564282,2-s2.0-85054564282,Scheider S.,Distinguishing extensive and intensive properties for meaningful geocomputation and mapping,4,Utrecht University,Utrecht,Netherlands,Article
85053242815,2-s2.0-85053242815,Rybicki J.,Best practices in structuring data science projects,0,Forschungszentrum Jülich (FZJ),Jülich,Germany,Conference Paper
85070462052,2-s2.0-85070462052,MacEdo H.,Using GRACE in a streamflow recession to determine drainable water storage in the Mississippi River basin,0,Northeastern University,Boston,United States,Article
85077963634,2-s2.0-85077963634,Kashkin V.,Features of the structure of seismically active zones earthquakes by satellite measurements Grace,0,Siberian Federal University,Krasnoyarsk,Russian Federation,Conference Paper
85070268418,2-s2.0-85070268418,Briggs F.,Estimating the prevalence of multiple sclerosis using 56.6 million electronic health records from the United States,4,Case Western Reserve University,Cleveland,United States,Article
85066892779,2-s2.0-85066892779,Garcia-Eidell C.,Sea Surface Salinity Distribution in the Southern Ocean as Observed From Space,1,University of Illinois at Chicago,Chicago,United States,Article
85076255866,2-s2.0-85076255866,Zotin A.,Evaluation of gravitational anomalies in the areas of strongest earthquakes based on GRACE satellite measurements,0,Reshetnev Siberian State University of Science and Technology,Krasnoyarsk,Russian Federation,Conference Paper
85070312322,2-s2.0-85070312322,Jabbari M.,Global carbon budget allocation based on Rawlsian Justice by means of the Sustainable Development Goals Index,1,University of Tehran,Tehran,Iran,Article
85059324713,2-s2.0-85059324713,Kocijan K.,Detecting Latin-Based Medical Terminology in Croatian Texts,1,University of Zagreb,Zagreb,Croatia,Conference Paper
85072607246,2-s2.0-85072607246,Zhang Q.,Initial investigation of different classifiers for plant leaf classification using multiple features,0,Universidade de Macau,Taipa,Macao,Conference Paper
85068534941,2-s2.0-85068534941,Hackert E.,Impact of Aquarius and SMAP Satellite Sea Surface Salinity Observations on Coupled El Niño/Southern Oscillation Forecasts,1,NASA Goddard Space Flight Center,Greenbelt,United States,Article
85071629829,2-s2.0-85071629829,Vazquez-Cuervo J.,Using saildrones to validate satellite-derived sea surface salinity and sea surface temperature along the California/Baja coast,4,Jet Propulsion Laboratory,Pasadena,United States,Article
85063550925,2-s2.0-85063550925,Platis D.,"Energy analysis, and carbon and water footprint for environmentally friendly farming practices in agroecosystems and agroforestry",2,Aristotle University of Thessaloniki,Thessaloniki,Greece,Review
85067468138,2-s2.0-85067468138,Rahaman M.M.,Modeling of GRACE-derived ground water information in the Colorado river basin,4,Southern Illinois University at Carbondale,Carbondale,United States,Article
85074901809,2-s2.0-85074901809,Aditya S.,Integrating knowledge and reasoning in image understanding,2,ADOBE Systems India Private Limited,Noida,India,Conference Paper
85063723119,2-s2.0-85063723119,Chacko N.,Insights into the haline variability induced by cyclone Vardah in the Bay of Bengal using SMAP salinity observations,1,Indian Space Research Organization,Bengaluru,India,Article
85058901029,2-s2.0-85058901029,Yuan X.,An observational perspective of sea surface salinity in the Southwestern Indian Ocean and its role in the South Asia Summer Monsoon,2,Faculty of Geo-Information Science and Earth Observation – ITC,Enschede,Netherlands,Article
85059375363,2-s2.0-85059375363,Manandhar S.,Accuracy Assessment of MODIS Derived Precipitable Water Vapor,0,Nanyang Technological University,Singapore City,Singapore,Conference Paper
85057117452,2-s2.0-85057117452,Vas R.,Implementing connectivism by semantic technologies for self-directed learning,2,Budapesti Corvinus Egyetem,Budapest,Hungary,Article
85042618082,2-s2.0-85042618082,Jean Y.,Combination of GRACE monthly gravity field solutions from different processing strategies,6,University of Bern,Bern,Switzerland,Article
85064220001,2-s2.0-85064220001,Rodríguez F.,Big data management of sea surface wind data,1,Universidad de Extremadura,Badajoz,Spain,Conference Paper
85055435109,2-s2.0-85055435109,Bartlett L.J.,Identifying regions of risk to honey bees from Zika vector control in the USA,1,University of Exeter,Exeter,United Kingdom,Article
85056521730,2-s2.0-85056521730,Pacifico L.,Plant Classification Using Artificial Neural Networks,3,Universidade Federal Rural de Pernambuco,Recife,Brazil,Conference Paper
85052591314,2-s2.0-85052591314,Rahmani M.,Bagging approach for medical plants recognition based on their DNA sequences,0,Université Dr Taher Moulay Saida - Algeria,Saida,Algeria,Article
85048947390,2-s2.0-85048947390,Jonaitis A.,Challenges of integrating wind power plants into the electric power system: Lithuanian case,7,Kaunas University of Technology,Kaunas,Lithuania,Review
85054584106,2-s2.0-85054584106,Goodman A.,El Niño Increases High-Tide Flooding in Tidal Wetlands Along the U.S. Pacific Coast,4,United States Geological Survey,Reston,United States,Article
85053627988,2-s2.0-85053627988,Kao H.Y.,Assessment of aquarius sea surface salinity,13,Earth and Space Research,Seattle,United States,Article
85045727250,2-s2.0-85045727250,Hoareau N.,Singularity Power Spectra: A Method to Assess Geophysical Consistency of Gridded Products-Application to Sea-Surface Salinity Remote Sensing Maps,6,CSIC - Instituto de Ciencias del Mar (ICM),Barcelona,Spain,Article
85052944207,2-s2.0-85052944207,Lagerloef G.,Verifying aquarius radiometer calibration drift using in situ data,0,Earth and Space Research,Seattle,United States,Conference Paper
85052840097,2-s2.0-85052840097,Grodsky S.,Delayed and Quasi-Synchronous Response of Tropical Atlantic Surface Salinity to Rainfall,3,University of Maryland,College Park,United States,Article
85051532371,2-s2.0-85051532371,Quinn K.,#MyPrivacy: How users think about social media privacy,5,University of Illinois at Chicago,Chicago,United States,Conference Paper
85050494114,2-s2.0-85050494114,Meissner T.,The salinity retrieval algorithms for the NASA aquarius version 5 and SMAP version 3 releases,32,Remote Sensing Systems,Santa Rosa,United States,Article
85051233356,2-s2.0-85051233356,Chen Q.,Tongji-Grace02s and Tongji-Grace02k: High-Precision Static GRACE-Only Global Earth's Gravity Field Models Derived by Refined Data Processing Strategies,7,Tongji University,Shanghai,China,Article
85046431245,2-s2.0-85046431245,Allende-Alba G.,Relative positioning of formation-flying spacecraft using single-receiver GPS carrier phase ambiguity fixing,5,Deutsches Zentrum fur Luft- Und Raumfahrt, Cologne,Germany,Article
85046800343,2-s2.0-85046800343,Michos M.C.,"Energy flow, carbon and water footprints in vineyards and orchards to determine environmentally favourable sites in accordance with Natura 2000 perspective",4,Aristotle University of Thessaloniki,Thessaloniki,Greece,Article
85041452111,2-s2.0-85041452111,Belonenko T.,Horizontal advection of temperature and salinity by Rossby waves in the North Pacific,5,Saint Petersburg State University,Saint Petersburg (ex Leningrad),Russian Federation,Article
85045995842,2-s2.0-85045995842,Yang J.,Evaluation of ISS-RapidScat wind vectors using buoys and ASCAT data,4,State Oceanic Administration China,Xiamen,China,Article
85046016304,2-s2.0-85046016304,Geng Z.,Distribution of Larval Crabs (Eriocheir sinensis) and Relationship with Oceanographic Features in the Yangtze Estuary,3,Chinese Academy of Fishery Sciences,Qingdao,China,Article
85044147476,2-s2.0-85044147476,Klingmüller K.,Revised mineral dust emissions in the atmospheric chemistry-climate model EMAC (MESSy 2.52 DU-Astitha1 KKDU2017 patch),7,Max Planck Institute for Chemistry,Mainz,Germany,Article
85044058310,2-s2.0-85044058310,Esselborn S.,Orbit-related sea level errors for TOPEX altimetry at seasonal to decadal timescales,1,Deutsches GeoForschungsZentrum (GFZ),Potsdam,Germany,Article
85042157095,2-s2.0-85042157095,Cheng M.,Decadal variation in Earth's oblateness (J<inf>2</inf>) from satellite laser ranging data,8,The University of Texas at Austin,Austin,United States,Article
85041370324,2-s2.0-85041370324,Han S.,An exploratory study of smartphone and smartphone application use in the U.S. forest products industry,0,College of Forest Resources,Mississippi State,United States,Article
85058983679,2-s2.0-85058983679,Amin M.A.,Video streaming analytics for traffic monitoring systems,0,Government College University Faisalabad,Faisalabad,Pakistan,Article
85075822001,2-s2.0-85075822001,Jarry G.,Aircraft atypical approach detection using functional principal component analysis,2,Ecole Nationale de l'Aviation Civile,Toulouse,France,Conference Paper
85040933317,2-s2.0-85040933317,McCarty W.,Evaluation of rapidscat ocean vector winds for data assimilation and reanalysis,2,NASA Goddard Space Flight Center,Greenbelt,United States,Article
85053085594,2-s2.0-85053085594,Suksawang P.,Electricity consumption forecasting in Thailand using hybrid model SARIMA and gaussian process with combine kernel function technique,2,Burapha University,Chonburi,Thailand,Article
85056254711,2-s2.0-85056254711,Iltache S.,Using semantic perimeters with ontologies to evaluate the semantic similarity of scientific papers,0,Université Mouloud Mammeri de Tizi Ouzou,Tizi Ouzou,Algeria,Conference Paper
85074983815,2-s2.0-85074983815,Callegaro M.,"The role of surveys in the era of ""big data""",2,London,London,United Kingdom,Chapter
85025172129,2-s2.0-85025172129,Hachborn E.,"Sensitivity of GRACE-derived estimates of groundwater-level changes in southern Ontario, Canada",1,University of Guelph,Guelph,Canada,Article
85022231791,2-s2.0-85022231791,Liau J.,Variation of Antarctic circumpolar current and its intensification in relation to the southern annular mode detected in the time-variable gravity signals by GRACE satellite 6. Geodesy,2,National Central University Taiwan,Chung-Li,Taiwan,Article
85038000076,2-s2.0-85038000076,Rečka L.,Impacts of reclassified brown coal reserves on the energy system and deep decarbonisation target in the Czech Republic,4,Charles University,Prague Praha,Czech Republic,Article
85040665546,2-s2.0-85040665546,Fournier S.,Modulation of the Ganges-Brahmaputra River Plume by the Indian Ocean Dipole and Eddies Inferred From Satellite Observations,19,Jet Propulsion Laboratory,Pasadena,United States,Article
85040837788,2-s2.0-85040837788,Werth S.,GRACE Detected Rise of Groundwater in the Sahelian Niger River Basin,13,School of Earth and Space Exploration,Tempe,United States,Article
85034230695,2-s2.0-85034230695,Cavalli R.,Retrieval of sea surface temperature from MODIS data in coastal waters,9,"Istituto Di Ricerca Per La Protezione Idrogeologica, Perugia",Perugia,Italy,Article
85040609551,2-s2.0-85040609551,Gallina B.,Pioneering the creation of ISO 26262-compliant OSLC-based safety cases,1,Mälardalens högskola,Vasteras,Sweden,Conference Paper
85034791162,2-s2.0-85034791162,Kleynhans T.,Predicting top-of-atmosphere thermal radiance using MERRA-2 atmospheric data with deep learning,1,Rochester Institute of Technology,Rochester,United States,Article
85037977534,2-s2.0-85037977534,Beckley B.,On the “Cal-Mode” Correction to TOPEX Satellite Altimetry and Its Effect on the Global Mean Sea Level Time Series,22,NASA Goddard Space Flight Center,Greenbelt,United States,Article
85039990275,2-s2.0-85039990275,Ali M.,The problem learning Non-Taxonomic Relationships of Ontologies from unstructured data sources,4,Alexandria University,Alexandria,Egypt,Conference Paper
85032861362,2-s2.0-85032861362,Chen C.,Validation of the significant wave height product of HY-2 altimeter,5,State Oceanic Administration China,Xiamen,China,Article
85028967341,2-s2.0-85028967341,Naiyer N.,Pediatric Cheerleading Injuries Treated in Emergency Departments in the United States,2,Children's Hospital Columbus,Columbus,United States,Article
